"","game_id","date_game","game_start_time","visitor_team_name","visitor_pts","home_team_name","home_pts","overtimes","attendance","game_type","home_game_diff","away_game_diff","winner","loser"
"381","201912140TOR",2019-12-14,"7:30p","Brooklyn Nets",102,"Toronto Raptors",110,"",19800,"Regular Season",8,-8,"Toronto Raptors","Brooklyn Nets"
"382","201912140CHI",2019-12-14,"8:00p","Los Angeles Clippers",106,"Chicago Bulls",109,"",18426,"Regular Season",3,-3,"Chicago Bulls","Los Angeles Clippers"
"383","201912140MEM",2019-12-14,"8:00p","Washington Wizards",111,"Memphis Grizzlies",128,"",15631,"Regular Season",17,-17,"Memphis Grizzlies","Washington Wizards"
"384","201912140DAL",2019-12-14,"8:30p","Miami Heat",122,"Dallas Mavericks",118,"OT",20333,"Regular Season",-4,4,"Miami Heat","Dallas Mavericks"
"385","201912140MIL",2019-12-14,"8:30p","Cleveland Cavaliers",108,"Milwaukee Bucks",125,"",17481,"Regular Season",17,-17,"Milwaukee Bucks","Cleveland Cavaliers"
"386","201912140DEN",2019-12-14,"9:00p","Oklahoma City Thunder",102,"Denver Nuggets",110,"",19520,"Regular Season",8,-8,"Denver Nuggets","Oklahoma City Thunder"
"387","201912140HOU",2019-12-14,"9:00p","Detroit Pistons",115,"Houston Rockets",107,"",18055,"Regular Season",-8,8,"Detroit Pistons","Houston Rockets"
"388","201912150NOP",2019-12-15,"3:30p","Orlando Magic",130,"New Orleans Pelicans",119,"",15388,"Regular Season",-11,11,"Orlando Magic","New Orleans Pelicans"
"389","201912150IND",2019-12-15,"5:00p","Charlotte Hornets",85,"Indiana Pacers",107,"",16061,"Regular Season",22,-22,"Indiana Pacers","Charlotte Hornets"
"390","201912150ATL",2019-12-15,"6:00p","Los Angeles Lakers",101,"Atlanta Hawks",96,"",16962,"Regular Season",-5,5,"Los Angeles Lakers","Atlanta Hawks"
"391","201912150BRK",2019-12-15,"6:00p","Philadelphia 76ers",89,"Brooklyn Nets",109,"",17732,"Regular Season",20,-20,"Brooklyn Nets","Philadelphia 76ers"
"392","201912150DEN",2019-12-15,"8:00p","New York Knicks",105,"Denver Nuggets",111,"",18867,"Regular Season",6,-6,"Denver Nuggets","New York Knicks"
"393","201912150GSW",2019-12-15,"8:30p","Sacramento Kings",100,"Golden State Warriors",79,"",18064,"Regular Season",-21,21,"Sacramento Kings","Golden State Warriors"
"394","201912160DET",2019-12-16,"7:00p","Washington Wizards",133,"Detroit Pistons",119,"",14632,"Regular Season",-14,14,"Washington Wizards","Detroit Pistons"
"395","201912160TOR",2019-12-16,"7:30p","Cleveland Cavaliers",113,"Toronto Raptors",133,"",19800,"Regular Season",20,-20,"Toronto Raptors","Cleveland Cavaliers"
"396","201912160HOU",2019-12-16,"8:00p","San Antonio Spurs",107,"Houston Rockets",109,"",18055,"Regular Season",2,-2,"Houston Rockets","San Antonio Spurs"
"397","201912160MEM",2019-12-16,"8:00p","Miami Heat",111,"Memphis Grizzlies",118,"",14021,"Regular Season",7,-7,"Memphis Grizzlies","Miami Heat"
"398","201912160MIL",2019-12-16,"8:00p","Dallas Mavericks",120,"Milwaukee Bucks",116,"",17727,"Regular Season",-4,4,"Dallas Mavericks","Milwaukee Bucks"
"399","201912160OKC",2019-12-16,"8:00p","Chicago Bulls",106,"Oklahoma City Thunder",109,"",18203,"Regular Season",3,-3,"Oklahoma City Thunder","Chicago Bulls"
"400","201912160PHO",2019-12-16,"9:00p","Portland Trail Blazers",111,"Phoenix Suns",110,"",14193,"Regular Season",-1,1,"Portland Trail Blazers","Phoenix Suns"
"401","201912170CHO",2019-12-17,"7:00p","Sacramento Kings",102,"Charlotte Hornets",110,"",13229,"Regular Season",8,-8,"Charlotte Hornets","Sacramento Kings"
"402","201912170IND",2019-12-17,"7:00p","Los Angeles Lakers",102,"Indiana Pacers",105,"",17923,"Regular Season",3,-3,"Indiana Pacers","Los Angeles Lakers"
"403","201912170NYK",2019-12-17,"7:30p","Atlanta Hawks",120,"New York Knicks",143,"",18268,"Regular Season",23,-23,"New York Knicks","Atlanta Hawks"
"404","201912170NOP",2019-12-17,"8:00p","Brooklyn Nets",108,"New Orleans Pelicans",101,"OT",15177,"Regular Season",-7,7,"Brooklyn Nets","New Orleans Pelicans"
"405","201912170UTA",2019-12-17,"9:00p","Orlando Magic",102,"Utah Jazz",109,"",18306,"Regular Season",7,-7,"Utah Jazz","Orlando Magic"
"406","201912170LAC",2019-12-17,"10:30p","Phoenix Suns",99,"Los Angeles Clippers",120,"",19068,"Regular Season",21,-21,"Los Angeles Clippers","Phoenix Suns"
"407","201912180CLE",2019-12-18,"7:00p","Charlotte Hornets",98,"Cleveland Cavaliers",100,"",17023,"Regular Season",2,-2,"Cleveland Cavaliers","Charlotte Hornets"
"408","201912180DET",2019-12-18,"7:00p","Toronto Raptors",112,"Detroit Pistons",99,"",15319,"Regular Season",-13,13,"Toronto Raptors","Detroit Pistons"
"409","201912180PHI",2019-12-18,"7:00p","Miami Heat",108,"Philadelphia 76ers",104,"",20715,"Regular Season",-4,4,"Miami Heat","Philadelphia 76ers"
"410","201912180WAS",2019-12-18,"7:00p","Chicago Bulls",110,"Washington Wizards",109,"OT",14987,"Regular Season",-1,1,"Chicago Bulls","Washington Wizards"
"411","201912180MIN",2019-12-18,"8:00p","New Orleans Pelicans",107,"Minnesota Timberwolves",99,"",12490,"Regular Season",-8,8,"New Orleans Pelicans","Minnesota Timberwolves"
"412","201912180OKC",2019-12-18,"8:00p","Memphis Grizzlies",122,"Oklahoma City Thunder",126,"",18203,"Regular Season",4,-4,"Oklahoma City Thunder","Memphis Grizzlies"
"413","201912180DEN",2019-12-18,"9:00p","Orlando Magic",104,"Denver Nuggets",113,"",18182,"Regular Season",9,-9,"Denver Nuggets","Orlando Magic"
"414","201912180DAL",2019-12-18,"9:30p","Boston Celtics",109,"Dallas Mavericks",103,"",20181,"Regular Season",-6,6,"Boston Celtics","Dallas Mavericks"
"415","201912180POR",2019-12-18,"10:00p","Golden State Warriors",112,"Portland Trail Blazers",122,"",19393,"Regular Season",10,-10,"Portland Trail Blazers","Golden State Warriors"
"416","201912190ATL",2019-12-19,"7:30p","Utah Jazz",111,"Atlanta Hawks",106,"",16739,"Regular Season",-5,5,"Utah Jazz","Atlanta Hawks"
"417","201912190MIL",2019-12-19,"8:00p","Los Angeles Lakers",104,"Milwaukee Bucks",111,"",18051,"Regular Season",7,-7,"Milwaukee Bucks","Los Angeles Lakers"
"418","201912190SAS",2019-12-19,"8:30p","Brooklyn Nets",105,"San Antonio Spurs",118,"",18354,"Regular Season",13,-13,"San Antonio Spurs","Brooklyn Nets"
"419","201912190LAC",2019-12-19,"10:30p","Houston Rockets",122,"Los Angeles Clippers",117,"",19068,"Regular Season",-5,5,"Houston Rockets","Los Angeles Clippers"
"420","201912200CLE",2019-12-20,"7:00p","Memphis Grizzlies",107,"Cleveland Cavaliers",114,"",19432,"Regular Season",7,-7,"Cleveland Cavaliers","Memphis Grizzlies"
"421","201912200IND",2019-12-20,"7:00p","Sacramento Kings",105,"Indiana Pacers",119,"",14649,"Regular Season",14,-14,"Indiana Pacers","Sacramento Kings"
"422","201912200BOS",2019-12-20,"7:30p","Detroit Pistons",93,"Boston Celtics",114,"",19156,"Regular Season",21,-21,"Boston Celtics","Detroit Pistons"
"423","201912200TOR",2019-12-20,"7:30p","Washington Wizards",118,"Toronto Raptors",122,"",19800,"Regular Season",4,-4,"Toronto Raptors","Washington Wizards"
"424","201912200MIA",2019-12-20,"8:00p","New York Knicks",114,"Miami Heat",129,"",19704,"Regular Season",15,-15,"Miami Heat","New York Knicks"
"425","201912200OKC",2019-12-20,"8:00p","Phoenix Suns",108,"Oklahoma City Thunder",126,"",18203,"Regular Season",18,-18,"Oklahoma City Thunder","Phoenix Suns"
"426","201912200PHI",2019-12-20,"8:00p","Dallas Mavericks",117,"Philadelphia 76ers",98,"",20778,"Regular Season",-19,19,"Dallas Mavericks","Philadelphia 76ers"
"427","201912200DEN",2019-12-20,"9:00p","Minnesota Timberwolves",100,"Denver Nuggets",109,"",19520,"Regular Season",9,-9,"Denver Nuggets","Minnesota Timberwolves"
"428","201912200POR",2019-12-20,"10:00p","Orlando Magic",103,"Portland Trail Blazers",118,"",19393,"Regular Season",15,-15,"Portland Trail Blazers","Orlando Magic"
"429","201912200GSW",2019-12-20,"10:30p","New Orleans Pelicans",102,"Golden State Warriors",106,"",18064,"Regular Season",4,-4,"Golden State Warriors","New Orleans Pelicans"
"430","201912210CHO",2019-12-21,"5:00p","Utah Jazz",114,"Charlotte Hornets",107,"",16187,"Regular Season",-7,7,"Utah Jazz","Charlotte Hornets"
"431","201912210BRK",2019-12-21,"6:00p","Atlanta Hawks",112,"Brooklyn Nets",122,"",16496,"Regular Season",10,-10,"Brooklyn Nets","Atlanta Hawks"
"432","201912210DET",2019-12-21,"7:00p","Chicago Bulls",119,"Detroit Pistons",107,"",15948,"Regular Season",-12,12,"Chicago Bulls","Detroit Pistons"
"433","201912210PHI",2019-12-21,"7:00p","Washington Wizards",108,"Philadelphia 76ers",125,"",20529,"Regular Season",17,-17,"Philadelphia 76ers","Washington Wizards"
"434","201912210NYK",2019-12-21,"7:30p","Milwaukee Bucks",123,"New York Knicks",102,"",18124,"Regular Season",-21,21,"Milwaukee Bucks","New York Knicks"
"435","201912210MEM",2019-12-21,"8:00p","Sacramento Kings",115,"Memphis Grizzlies",119,"",15603,"Regular Season",4,-4,"Memphis Grizzlies","Sacramento Kings"
"436","201912210SAS",2019-12-21,"8:30p","Los Angeles Clippers",134,"San Antonio Spurs",109,"",18354,"Regular Season",-25,25,"Los Angeles Clippers","San Antonio Spurs"
"437","201912210PHO",2019-12-21,"9:00p","Houston Rockets",139,"Phoenix Suns",125,"",16061,"Regular Season",-14,14,"Houston Rockets","Phoenix Suns"
"438","201912210POR",2019-12-21,"10:00p","Minnesota Timberwolves",106,"Portland Trail Blazers",113,"",19393,"Regular Season",7,-7,"Portland Trail Blazers","Minnesota Timberwolves"
"439","201912220TOR",2019-12-22,"3:30p","Dallas Mavericks",107,"Toronto Raptors",110,"",19800,"Regular Season",3,-3,"Toronto Raptors","Dallas Mavericks"
"440","201912220BOS",2019-12-22,"6:00p","Charlotte Hornets",93,"Boston Celtics",119,"",19156,"Regular Season",26,-26,"Boston Celtics","Charlotte Hornets"
"441","201912220MIL",2019-12-22,"7:00p","Indiana Pacers",89,"Milwaukee Bucks",117,"",18029,"Regular Season",28,-28,"Milwaukee Bucks","Indiana Pacers"
"442","201912220OKC",2019-12-22,"7:00p","Los Angeles Clippers",112,"Oklahoma City Thunder",118,"",18203,"Regular Season",6,-6,"Oklahoma City Thunder","Los Angeles Clippers"
"443","201912220LAL",2019-12-22,"9:30p","Denver Nuggets",128,"Los Angeles Lakers",104,"",18997,"Regular Season",-24,24,"Denver Nuggets","Los Angeles Lakers"
"444","201912230CLE",2019-12-23,"7:00p","Atlanta Hawks",118,"Cleveland Cavaliers",121,"",18007,"Regular Season",3,-3,"Cleveland Cavaliers","Atlanta Hawks"
"445","201912230DET",2019-12-23,"7:00p","Philadelphia 76ers",125,"Detroit Pistons",109,"",16476,"Regular Season",-16,16,"Philadelphia 76ers","Detroit Pistons"
"446","201912230IND",2019-12-23,"7:00p","Toronto Raptors",115,"Indiana Pacers",120,"OT",17164,"Regular Season",5,-5,"Indiana Pacers","Toronto Raptors"
"447","201912230NYK",2019-12-23,"7:00p","Washington Wizards",121,"New York Knicks",115,"",19413,"Regular Season",-6,6,"Washington Wizards","New York Knicks"
"448","201912230ORL",2019-12-23,"7:00p","Chicago Bulls",95,"Orlando Magic",103,"",18846,"Regular Season",8,-8,"Orlando Magic","Chicago Bulls"
"449","201912230MIA",2019-12-23,"7:30p","Utah Jazz",104,"Miami Heat",107,"",19890,"Regular Season",3,-3,"Miami Heat","Utah Jazz"
"450","201912230MEM",2019-12-23,"8:00p","San Antonio Spurs",145,"Memphis Grizzlies",115,"",16776,"Regular Season",-30,30,"San Antonio Spurs","Memphis Grizzlies"
"451","201912230PHO",2019-12-23,"9:00p","Denver Nuggets",113,"Phoenix Suns",111,"",16041,"Regular Season",-2,2,"Denver Nuggets","Phoenix Suns"
"452","201912230POR",2019-12-23,"10:00p","New Orleans Pelicans",102,"Portland Trail Blazers",94,"",19499,"Regular Season",-8,8,"New Orleans Pelicans","Portland Trail Blazers"
"453","201912230SAC",2019-12-23,"10:00p","Houston Rockets",113,"Sacramento Kings",104,"",17583,"Regular Season",-9,9,"Houston Rockets","Sacramento Kings"
"454","201912230GSW",2019-12-23,"10:30p","Minnesota Timberwolves",104,"Golden State Warriors",113,"",18064,"Regular Season",9,-9,"Golden State Warriors","Minnesota Timberwolves"
"455","201912250TOR",2019-12-25,"12:00p","Boston Celtics",118,"Toronto Raptors",102,"",19800,"Regular Season",-16,16,"Boston Celtics","Toronto Raptors"
"456","201912250PHI",2019-12-25,"2:30p","Milwaukee Bucks",109,"Philadelphia 76ers",121,"",21028,"Regular Season",12,-12,"Philadelphia 76ers","Milwaukee Bucks"
"457","201912250GSW",2019-12-25,"5:00p","Houston Rockets",104,"Golden State Warriors",116,"",18064,"Regular Season",12,-12,"Golden State Warriors","Houston Rockets"
"458","201912250LAL",2019-12-25,"8:00p","Los Angeles Clippers",111,"Los Angeles Lakers",106,"",18997,"Regular Season",-5,5,"Los Angeles Clippers","Los Angeles Lakers"
"459","201912250DEN",2019-12-25,"10:30p","New Orleans Pelicans",112,"Denver Nuggets",100,"",19520,"Regular Season",-12,12,"New Orleans Pelicans","Denver Nuggets"
"460","201912260DET",2019-12-26,"7:00p","Washington Wizards",102,"Detroit Pistons",132,"",17188,"Regular Season",30,-30,"Detroit Pistons","Washington Wizards"
"461","201912260BRK",2019-12-26,"7:30p","New York Knicks",94,"Brooklyn Nets",82,"",17732,"Regular Season",-12,12,"New York Knicks","Brooklyn Nets"
"462","201912260DAL",2019-12-26,"8:00p","San Antonio Spurs",98,"Dallas Mavericks",102,"",20427,"Regular Season",4,-4,"Dallas Mavericks","San Antonio Spurs"
"463","201912260OKC",2019-12-26,"8:00p","Memphis Grizzlies",110,"Oklahoma City Thunder",97,"",18203,"Regular Season",-13,13,"Memphis Grizzlies","Oklahoma City Thunder"
"464","201912260SAC",2019-12-26,"10:00p","Minnesota Timberwolves",105,"Sacramento Kings",104,"2OT",17583,"Regular Season",-1,1,"Minnesota Timberwolves","Sacramento Kings"
"465","201912260UTA",2019-12-26,"10:30p","Portland Trail Blazers",115,"Utah Jazz",121,"",18306,"Regular Season",6,-6,"Utah Jazz","Portland Trail Blazers"
"466","201912270BOS",2019-12-27,"4:00p","Cleveland Cavaliers",117,"Boston Celtics",129,"",19156,"Regular Season",12,-12,"Boston Celtics","Cleveland Cavaliers"
"467","201912270CHO",2019-12-27,"7:00p","Oklahoma City Thunder",104,"Charlotte Hornets",102,"OT",18418,"Regular Season",-2,2,"Oklahoma City Thunder","Charlotte Hornets"
"468","201912270ORL",2019-12-27,"7:00p","Philadelphia 76ers",97,"Orlando Magic",98,"",17311,"Regular Season",1,-1,"Orlando Magic","Philadelphia 76ers"
"469","201912270ATL",2019-12-27,"7:30p","Milwaukee Bucks",112,"Atlanta Hawks",86,"",17358,"Regular Season",-26,26,"Milwaukee Bucks","Atlanta Hawks"
"470","201912270MIA",2019-12-27,"8:00p","Indiana Pacers",112,"Miami Heat",113,"",19767,"Regular Season",1,-1,"Miami Heat","Indiana Pacers"
"471","201912270GSW",2019-12-27,"10:30p","Phoenix Suns",96,"Golden State Warriors",105,"",18064,"Regular Season",9,-9,"Golden State Warriors","Phoenix Suns"
"472","201912280DEN",2019-12-28,"5:00p","Memphis Grizzlies",110,"Denver Nuggets",119,"",19697,"Regular Season",9,-9,"Denver Nuggets","Memphis Grizzlies"
"473","201912280BOS",2019-12-28,"7:00p","Toronto Raptors",113,"Boston Celtics",97,"",19156,"Regular Season",-16,16,"Toronto Raptors","Boston Celtics"
"474","201912280NOP",2019-12-28,"7:00p","Indiana Pacers",98,"New Orleans Pelicans",120,"",15391,"Regular Season",22,-22,"New Orleans Pelicans","Indiana Pacers"
"475","201912280CHI",2019-12-28,"8:00p","Atlanta Hawks",81,"Chicago Bulls",116,"",21496,"Regular Season",35,-35,"Chicago Bulls","Atlanta Hawks"
"476","201912280HOU",2019-12-28,"8:00p","Brooklyn Nets",98,"Houston Rockets",108,"",18306,"Regular Season",10,-10,"Houston Rockets","Brooklyn Nets"
"477","201912280MIA",2019-12-28,"8:00p","Philadelphia 76ers",116,"Miami Heat",117,"OT",19865,"Regular Season",1,-1,"Miami Heat","Philadelphia 76ers"
"478","201912280MIN",2019-12-28,"8:00p","Cleveland Cavaliers",94,"Minnesota Timberwolves",88,"",15411,"Regular Season",-6,6,"Cleveland Cavaliers","Minnesota Timberwolves"
"479","201912280WAS",2019-12-28,"8:00p","New York Knicks",107,"Washington Wizards",100,"",19033,"Regular Season",-7,7,"New York Knicks","Washington Wizards"
"480","201912280GSW",2019-12-28,"8:30p","Dallas Mavericks",141,"Golden State Warriors",121,"",18064,"Regular Season",-20,20,"Dallas Mavericks","Golden State Warriors"
"481","201912280MIL",2019-12-28,"8:30p","Orlando Magic",100,"Milwaukee Bucks",111,"",17920,"Regular Season",11,-11,"Milwaukee Bucks","Orlando Magic"
"482","201912280SAS",2019-12-28,"8:30p","Detroit Pistons",109,"San Antonio Spurs",136,"",18524,"Regular Season",27,-27,"San Antonio Spurs","Detroit Pistons"
"483","201912280SAC",2019-12-28,"9:00p","Phoenix Suns",112,"Sacramento Kings",110,"",17583,"Regular Season",-2,2,"Phoenix Suns","Sacramento Kings"
"484","201912280POR",2019-12-28,"10:00p","Los Angeles Lakers",128,"Portland Trail Blazers",120,"",19960,"Regular Season",-8,8,"Los Angeles Lakers","Portland Trail Blazers"
"485","201912280LAC",2019-12-28,"10:30p","Utah Jazz",120,"Los Angeles Clippers",107,"",19068,"Regular Season",-13,13,"Utah Jazz","Los Angeles Clippers"
"486","201912290TOR",2019-12-29,"6:00p","Oklahoma City Thunder",98,"Toronto Raptors",97,"",19800,"Regular Season",-1,1,"Oklahoma City Thunder","Toronto Raptors"
"487","201912290DEN",2019-12-29,"8:00p","Sacramento Kings",115,"Denver Nuggets",120,"",19520,"Regular Season",5,-5,"Denver Nuggets","Sacramento Kings"
"488","201912290MEM",2019-12-29,"8:00p","Charlotte Hornets",104,"Memphis Grizzlies",117,"",16842,"Regular Season",13,-13,"Memphis Grizzlies","Charlotte Hornets"
"489","201912290NOP",2019-12-29,"8:00p","Houston Rockets",112,"New Orleans Pelicans",127,"",17712,"Regular Season",15,-15,"New Orleans Pelicans","Houston Rockets"
"490","201912290LAL",2019-12-29,"9:30p","Dallas Mavericks",95,"Los Angeles Lakers",108,"",18997,"Regular Season",13,-13,"Los Angeles Lakers","Dallas Mavericks"
"491","201912300ORL",2019-12-30,"7:00p","Atlanta Hawks",101,"Orlando Magic",93,"",17784,"Regular Season",-8,8,"Atlanta Hawks","Orlando Magic"
"492","201912300WAS",2019-12-30,"7:00p","Miami Heat",105,"Washington Wizards",123,"",20476,"Regular Season",18,-18,"Washington Wizards","Miami Heat"
"493","201912300CHI",2019-12-30,"8:00p","Milwaukee Bucks",123,"Chicago Bulls",102,"",21954,"Regular Season",-21,21,"Milwaukee Bucks","Chicago Bulls"
"494","201912300MIN",2019-12-30,"8:00p","Brooklyn Nets",115,"Minnesota Timberwolves",122,"OT",15824,"Regular Season",7,-7,"Minnesota Timberwolves","Brooklyn Nets"
"495","201912300UTA",2019-12-30,"9:00p","Detroit Pistons",81,"Utah Jazz",104,"",18306,"Regular Season",23,-23,"Utah Jazz","Detroit Pistons"
"496","201912300POR",2019-12-30,"10:00p","Phoenix Suns",122,"Portland Trail Blazers",116,"",19896,"Regular Season",-6,6,"Phoenix Suns","Portland Trail Blazers"
"497","201912310CHO",2019-12-31,"3:00p","Boston Celtics",109,"Charlotte Hornets",92,"",19216,"Regular Season",-17,17,"Boston Celtics","Charlotte Hornets"
"498","201912310IND",2019-12-31,"3:00p","Philadelphia 76ers",97,"Indiana Pacers",115,"",17923,"Regular Season",18,-18,"Indiana Pacers","Philadelphia 76ers"
"499","201912310SAC",2019-12-31,"5:00p","Los Angeles Clippers",105,"Sacramento Kings",87,"",16231,"Regular Season",-18,18,"Los Angeles Clippers","Sacramento Kings"
"500","201912310HOU",2019-12-31,"7:00p","Denver Nuggets",104,"Houston Rockets",130,"",18055,"Regular Season",26,-26,"Houston Rockets","Denver Nuggets"
"501","201912310SAS",2019-12-31,"7:00p","Golden State Warriors",113,"San Antonio Spurs",117,"OT",18354,"Regular Season",4,-4,"San Antonio Spurs","Golden State Warriors"
"502","201912310TOR",2019-12-31,"7:00p","Cleveland Cavaliers",97,"Toronto Raptors",117,"",19800,"Regular Season",20,-20,"Toronto Raptors","Cleveland Cavaliers"
"503","201912310OKC",2019-12-31,"8:00p","Dallas Mavericks",101,"Oklahoma City Thunder",106,"",18203,"Regular Season",5,-5,"Oklahoma City Thunder","Dallas Mavericks"
"504","202001010WAS",2020-01-01,"6:00p","Orlando Magic",122,"Washington Wizards",101,"",14921,"Regular Season",-21,21,"Orlando Magic","Washington Wizards"
"505","202001010NYK",2020-01-01,"7:30p","Portland Trail Blazers",93,"New York Knicks",117,"",19812,"Regular Season",24,-24,"New York Knicks","Portland Trail Blazers"
"506","202001010MIL",2020-01-01,"8:00p","Minnesota Timberwolves",104,"Milwaukee Bucks",106,"",17819,"Regular Season",2,-2,"Milwaukee Bucks","Minnesota Timberwolves"
"507","202001010LAL",2020-01-01,"10:30p","Phoenix Suns",107,"Los Angeles Lakers",117,"",18997,"Regular Season",10,-10,"Los Angeles Lakers","Phoenix Suns"
"508","202001020CLE",2020-01-02,"7:00p","Charlotte Hornets",109,"Cleveland Cavaliers",106,"",17859,"Regular Season",-3,3,"Charlotte Hornets","Cleveland Cavaliers"
"509","202001020IND",2020-01-02,"7:00p","Denver Nuggets",124,"Indiana Pacers",116,"",16688,"Regular Season",-8,8,"Denver Nuggets","Indiana Pacers"
"510","202001020MIA",2020-01-02,"7:30p","Toronto Raptors",76,"Miami Heat",84,"",19939,"Regular Season",8,-8,"Miami Heat","Toronto Raptors"
"511","202001020CHI",2020-01-02,"8:00p","Utah Jazz",102,"Chicago Bulls",98,"",19398,"Regular Season",-4,4,"Utah Jazz","Chicago Bulls"
"512","202001020MIN",2020-01-02,"8:00p","Golden State Warriors",84,"Minnesota Timberwolves",99,"",15477,"Regular Season",15,-15,"Minnesota Timberwolves","Golden State Warriors"
"513","202001020DAL",2020-01-02,"8:30p","Brooklyn Nets",111,"Dallas Mavericks",123,"",20289,"Regular Season",12,-12,"Dallas Mavericks","Brooklyn Nets"
"514","202001020SAS",2020-01-02,"8:30p","Oklahoma City Thunder",109,"San Antonio Spurs",103,"",18354,"Regular Season",-6,6,"Oklahoma City Thunder","San Antonio Spurs"
"515","202001020SAC",2020-01-02,"10:00p","Memphis Grizzlies",123,"Sacramento Kings",128,"",17351,"Regular Season",5,-5,"Sacramento Kings","Memphis Grizzlies"
"516","202001020LAC",2020-01-02,"10:30p","Detroit Pistons",112,"Los Angeles Clippers",126,"",19068,"Regular Season",14,-14,"Los Angeles Clippers","Detroit Pistons"
"517","202001030BOS",2020-01-03,"7:00p","Atlanta Hawks",106,"Boston Celtics",109,"",19156,"Regular Season",3,-3,"Boston Celtics","Atlanta Hawks"
"518","202001030ORL",2020-01-03,"7:00p","Miami Heat",85,"Orlando Magic",105,"",17198,"Regular Season",20,-20,"Orlando Magic","Miami Heat"
"519","202001030WAS",2020-01-03,"7:00p","Portland Trail Blazers",122,"Washington Wizards",103,"",17945,"Regular Season",-19,19,"Portland Trail Blazers","Washington Wizards"
"520","202001030HOU",2020-01-03,"8:00p","Philadelphia 76ers",108,"Houston Rockets",118,"",18055,"Regular Season",10,-10,"Houston Rockets","Philadelphia 76ers"
"521","202001030PHO",2020-01-03,"9:00p","New York Knicks",112,"Phoenix Suns",120,"",18055,"Regular Season",8,-8,"Phoenix Suns","New York Knicks"
"522","202001030LAL",2020-01-03,"10:30p","New Orleans Pelicans",113,"Los Angeles Lakers",123,"",18997,"Regular Season",10,-10,"Los Angeles Lakers","New Orleans Pelicans"
"523","202001040LAC",2020-01-04,"3:30p","Memphis Grizzlies",140,"Los Angeles Clippers",114,"",19068,"Regular Season",-26,26,"Memphis Grizzlies","Los Angeles Clippers"
"524","202001040BRK",2020-01-04,"6:00p","Toronto Raptors",121,"Brooklyn Nets",102,"",17732,"Regular Season",-19,19,"Toronto Raptors","Brooklyn Nets"
"525","202001040ORL",2020-01-04,"7:00p","Utah Jazz",109,"Orlando Magic",96,"",16913,"Regular Season",-13,13,"Utah Jazz","Orlando Magic"
"526","202001040ATL",2020-01-04,"7:30p","Indiana Pacers",111,"Atlanta Hawks",116,"",16420,"Regular Season",5,-5,"Atlanta Hawks","Indiana Pacers"
"527","202001040CLE",2020-01-04,"7:30p","Oklahoma City Thunder",121,"Cleveland Cavaliers",106,"",19432,"Regular Season",-15,15,"Oklahoma City Thunder","Cleveland Cavaliers"
"528","202001040CHI",2020-01-04,"8:00p","Boston Celtics",111,"Chicago Bulls",104,"",21130,"Regular Season",-7,7,"Boston Celtics","Chicago Bulls"
"529","202001040WAS",2020-01-04,"8:00p","Denver Nuggets",114,"Washington Wizards",128,"",16233,"Regular Season",14,-14,"Washington Wizards","Denver Nuggets"
"530","202001040DAL",2020-01-04,"8:30p","Charlotte Hornets",123,"Dallas Mavericks",120,"OT",20327,"Regular Season",-3,3,"Charlotte Hornets","Dallas Mavericks"
"531","202001040GSW",2020-01-04,"8:30p","Detroit Pistons",111,"Golden State Warriors",104,"",18064,"Regular Season",-7,7,"Detroit Pistons","Golden State Warriors"
"532","202001040MIL",2020-01-04,"8:30p","San Antonio Spurs",118,"Milwaukee Bucks",127,"",18002,"Regular Season",9,-9,"Milwaukee Bucks","San Antonio Spurs"
"533","202001040SAC",2020-01-04,"10:00p","New Orleans Pelicans",117,"Sacramento Kings",115,"",16808,"Regular Season",-2,2,"New Orleans Pelicans","Sacramento Kings"
"534","202001050LAC",2020-01-05,"3:30p","New York Knicks",132,"Los Angeles Clippers",135,"",19068,"Regular Season",3,-3,"Los Angeles Clippers","New York Knicks"
"535","202001050MIA",2020-01-05,"6:00p","Portland Trail Blazers",111,"Miami Heat",122,"",19846,"Regular Season",11,-11,"Miami Heat","Portland Trail Blazers"
"536","202001050CLE",2020-01-05,"7:30p","Minnesota Timberwolves",118,"Cleveland Cavaliers",103,"",16159,"Regular Season",-15,15,"Minnesota Timberwolves","Cleveland Cavaliers"
"537","202001050PHO",2020-01-05,"8:00p","Memphis Grizzlies",121,"Phoenix Suns",114,"",14181,"Regular Season",-7,7,"Memphis Grizzlies","Phoenix Suns"
"538","202001050LAL",2020-01-05,"10:00p","Detroit Pistons",99,"Los Angeles Lakers",106,"",18997,"Regular Season",7,-7,"Los Angeles Lakers","Detroit Pistons"
"539","202001060CHO",2020-01-06,"7:00p","Indiana Pacers",115,"Charlotte Hornets",104,"",13009,"Regular Season",-11,11,"Indiana Pacers","Charlotte Hornets"
"540","202001060ORL",2020-01-06,"7:00p","Brooklyn Nets",89,"Orlando Magic",101,"",15008,"Regular Season",12,-12,"Orlando Magic","Brooklyn Nets"
"541","202001060PHI",2020-01-06,"7:00p","Oklahoma City Thunder",113,"Philadelphia 76ers",120,"",20561,"Regular Season",7,-7,"Philadelphia 76ers","Oklahoma City Thunder"
"542","202001060WAS",2020-01-06,"7:00p","Boston Celtics",94,"Washington Wizards",99,"",17963,"Regular Season",5,-5,"Washington Wizards","Boston Celtics"
